group	name	chemical formula	neutral mass	rt (min)	protocol	assertion value	assertion confidence
M9C_I01	isoleucine	C6H13NO2	131.0946287	8.08	WoM	I	5
M9C_I01	leucine	C6H13NO2	131.0946287	8.5	WoM	I	5
M9C_I01	methionine	C5H11NO2S	149.0510496	9.15	WoM	I	5
M9C_I01	N-acetyl-L-phenylalanine	C11H13NO3	207.0895433	4.3	WoM	N	1
M9C_I01	nicotinamide	C6H6N2O	122.0480128	2.85	WoM	I	2
M9C_I01	ornithine	C5H12N2O2	132.0898776	13.55	WoM	I	3
M9C_I01	phenylalanine	C9H11NO2	165.0789786	8.1	WoM	I	5
M9C_I01	proline	C5H9NO2	115.0633285	9.35	WoM	I	3
M9C_I01	thymidine	C10H14N2O5	242.0902716	3.02	WoM	I	5
M9C_I01	thymine	C5H6N2O2	126.0429274	2.93	WoM	E	5
M9C_I01	tryptophan	C11H12N2O2	204.0898776	9.12	WoM	I	3
M9C_I01	tyrosine	C9H11NO3	181.0738932	10.62	WoM	I	3
M9C_I01	uracil	C4H4N2O2	112.0272774	3.5	WoM	E	2
M9C_I01	uridine	C9H12N2O6	244.0695361	5.75	WoM	I	5
M9C_I01	xanthine	C5H4N4O2	152.0334254	6.9	WoM	I	5
M9C_I01	creatinine	C4H7N3O	113.0589119	5.5	WoM	E	2
M9C_I01	betaine	C5H11NO2	117.0789786	7.35	WoM	I	5
M9C_I01	ectoine	C6H10N2O2	142.0742276	10.01	WoM	N	1
M9C_I01	y-guanidinobutyrate	C5H11N3O2	145.0851266	12.08	WoM	I	3
M9C_I01	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	E	4
M9C_I01	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	I	4
M9C_I01	(glycerophosphocholine)	C8H20NO6P	257.102824	12	WoM	N	1
M9C_I01	(cAMP)	C10H12N5O6P	329.0525198	9.7	WoM	E	1
M9C_I01	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	I	5
M9C_I01	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	I	2
M9C_I01	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M9C_I01	valine	C5H11NO2	117.0789786	9.58	WoM	I	5
M9C_I01	succinate	C4H6O4	118.0266087	13.85	WoM	I	3
M9C_I01	niacin	C6H5NO2	123.0320284	6.82	WoM	N	1
M9C_I01	pyroglutamate	C5H7NO3	129.0425931	9.75	WoM	I	2
M9C_I01	salicylate	C7H6O3	138.0316941	2.8	WoM	N	1
M9C_I01	phenylalaine	C9H11NO2	165.0789786	8.15	WoM	I	5
M9C_I01	citrulline	C6H13N3O3	175.0956913	13.57	WoM	I	3
M9C_I01	mannitol	C6H14O6	182.0790382	10.2	WoM	I	3
M9C_I01	(acetylglutamate)	C7H11NO5	189.0637225	14.35	WoM	N	1
M9C_I01	(tryptophan)	C11H12N2O2	204.0898776	9.15	WoM	I	5
M9C_I01	2'-deoxyuridine	C9H12N2O5	228.0746215	3.75	WoM	I	5
M9C_I01	2'-deoxyguanosine	C10H13N5O4	267.0967539	7.83	WoM	I	5
M9C_I01	trisacharide (raffinose)	C18H32O16	504.1690349	14.3	WoM	I	1
M9C_I01	stachyose	C24H42O21	666.2218584	16.31	WoM	I	1
M9C_I02	adenine	C5H5N5	135.0544952	5.2	WoM	N	1
M9C_I02	adenosine	C10H13N5O4	267.0967539	5.3	WoM	N	1
M9C_I02	cytidine	C9H13N3O5	243.0855205	8.25	WoM	N	1
M9C_I02	glutamate	C5H9NO4	147.0531578	13.95	WoM	N	1
M9C_I02	glutamine	C5H10N2O3	146.0691422	12.75	WoM	I	3
M9C_I02	guanine	C5H5N5O	151.0494098	8.42	WoM	N	1
M9C_I02	guanosine	C10H13N5O5	283.0916685	9.3	WoM	I	2
M9C_I02	hypoxanthine	C5H4N4O	136.0385108	5.92	WoM	E	2
M9C_I02	inosine	C10H12N4O5	268.0807695	7.42	WoM	N	1
M9C_I02	isoleucine	C6H13NO2	131.0946287	8.08	WoM	I	5
M9C_I02	leucine	C6H13NO2	131.0946287	8.5	WoM	I	3
M9C_I02	methionine	C5H11NO2S	149.0510496	9.15	WoM	I	4
M9C_I02	N-acetyl-L-phenylalanine	C11H13NO3	207.0895433	4.3	WoM	E	3
M9C_I02	nicotinamide	C6H6N2O	122.0480128	2.85	WoM	I	2
M9C_I02	ornithine	C5H12N2O2	132.0898776	13.55	WoM	I	3
M9C_I02	phenylalanine	C9H11NO2	165.0789786	8.1	WoM	I	1
M9C_I02	proline	C5H9NO2	115.0633285	9.35	WoM	I	2
M9C_I02	thymidine	C10H14N2O5	242.0902716	3.02	WoM	N	1
M9C_I02	thymine	C5H6N2O2	126.0429274	2.93	WoM	N	1
M9C_I02	tryptophan	C11H12N2O2	204.0898776	9.12	WoM	N	1
M9C_I02	tyrosine	C9H11NO3	181.0738932	10.62	WoM	N	1
M9C_I02	uracil	C4H4N2O2	112.0272774	3.5	WoM	I	4
M9C_I02	uric acid	C5H4N4O3	168.02834	11.9	WoM	N	1
M9C_I02	uridine	C9H12N2O6	244.0695361	5.75	WoM	N	1
M9C_I02	xanthine	C5H4N4O2	152.0334254	6.9	WoM	N	1
M9C_I02	betaine	C5H11NO2	117.0789786	7.35	WoM	N	1
M9C_I02	ectoine	C6H10N2O2	142.0742276	10.01	WoM	N	1
M9C_I02	y-guanidinobutyrate	C5H11N3O2	145.0851266	12.08	WoM	I	3
M9C_I02	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	E	4
M9C_I02	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	I	4
M9C_I02	(glycerophosphocholine)	C8H20NO6P	257.102824	12	WoM	N	1
M9C_I02	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	I	3
M9C_I02	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	I	1
M9C_I02	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M9C_I02	valine	C5H11NO2	117.0789786	9.58	WoM	I	3
M9C_I02	succinate	C4H6O4	118.0266087	13.85	WoM	N	1
M9C_I02	niacin	C6H5NO2	123.0320284	6.82	WoM	N	1
M9C_I02	pyroglutamate	C5H7NO3	129.0425931	9.75	WoM	N	1
M9C_I02	salicylate	C7H6O3	138.0316941	2.8	WoM	N	1
M9C_I02	phenylalaine	C9H11NO2	165.0789786	8.15	WoM	N	1
M9C_I02	citrulline	C6H13N3O3	175.0956913	13.57	WoM	I	3
M9C_I02	mannitol	C6H14O6	182.0790382	10.2	WoM	N	1
M9C_I02	(acetylglutamate)	C7H11NO5	189.0637225	14.35	WoM	N	1
M9C_I02	(tryptophan)	C11H12N2O2	204.0898776	9.15	WoM	N	1
M9C_I02	2'-deoxyuridine	C9H12N2O5	228.0746215	3.75	WoM	N	1
M9C_I02	2'-deoxyguanosine	C10H13N5O4	267.0967539	7.83	WoM	I	2
M9C_I02	trisacharide (raffinose)	C18H32O16	504.1690349	14.3	WoM	I	2
M9C_I02	stachyose	C24H42O21	666.2218584	16.31	WoM	I	2
M9C_I03	adenine	C5H5N5	135.0544952	5.2	WoM	I	5
M9C_I03	adenosine	C10H13N5O4	267.0967539	5.3	WoM	I	5
M9C_I03	cytidine	C9H13N3O5	243.0855205	8.25	WoM	I	5
M9C_I03	cytosine	C4H5N3O	111.0432618	6.95	WoM	E	2
M9C_I03	glutamate	C5H9NO4	147.0531578	13.95	WoM	I	4
M9C_I03	glutamine	C5H10N2O3	146.0691422	12.75	WoM	I	3
M9C_I03	guanine	C5H5N5O	151.0494098	8.42	WoM	I	5
M9C_I03	guanosine	C10H13N5O5	283.0916685	9.3	WoM	I	5
M9C_I03	hypoxanthine	C5H4N4O	136.0385108	5.92	WoM	I	5
M9C_I03	inosine	C10H12N4O5	268.0807695	7.42	WoM	I	5
M9C_I03	isoleucine	C6H13NO2	131.0946287	8.08	WoM	I	5
M9C_I03	leucine	C6H13NO2	131.0946287	8.5	WoM	I	5
M9C_I03	methionine	C5H11NO2S	149.0510496	9.15	WoM	I	5
M9C_I03	N-acetyl-L-phenylalanine	C11H13NO3	207.0895433	4.3	WoM	N	1
M9C_I03	nicotinamide	C6H6N2O	122.0480128	2.85	WoM	I	2
M9C_I03	ornithine	C5H12N2O2	132.0898776	13.55	WoM	I	3
M9C_I03	phenylalanine	C9H11NO2	165.0789786	8.1	WoM	I	5
M9C_I03	proline	C5H9NO2	115.0633285	9.35	WoM	I	3
M9C_I03	thymidine	C10H14N2O5	242.0902716	3.02	WoM	I	5
M9C_I03	thymine	C5H6N2O2	126.0429274	2.93	WoM	E	5
M9C_I03	tryptophan	C11H12N2O2	204.0898776	9.12	WoM	I	4
M9C_I03	tyrosine	C9H11NO3	181.0738932	10.62	WoM	I	3
M9C_I03	uracil	C4H4N2O2	112.0272774	3.5	WoM	N	1
M9C_I03	uridine	C9H12N2O6	244.0695361	5.75	WoM	I	5
M9C_I03	xanthine	C5H4N4O2	152.0334254	6.9	WoM	I	5
M9C_I03	betaine	C5H11NO2	117.0789786	7.35	WoM	I	5
M9C_I03	ectoine	C6H10N2O2	142.0742276	10.01	WoM	I	1
M9C_I03	y-guanidinobutyrate	C5H11N3O2	145.0851266	12.08	WoM	I	3
M9C_I03	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	E	4
M9C_I03	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	N	1
M9C_I03	(glycerophosphocholine)	C8H20NO6P	257.102824	12	WoM	N	1
M9C_I03	(cAMP)	C10H12N5O6P	329.0525198	9.7	WoM	N	1
M9C_I03	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	I	5
M9C_I03	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	I	2
M9C_I03	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M9C_I03	valine	C5H11NO2	117.0789786	9.58	WoM	I	5
M9C_I03	succinate	C4H6O4	118.0266087	13.85	WoM	I	2
M9C_I03	niacin	C6H5NO2	123.0320284	6.82	WoM	N	1
M9C_I03	pyroglutamate	C5H7NO3	129.0425931	9.75	WoM	I	2
M9C_I03	salicylate	C7H6O3	138.0316941	2.8	WoM	N	1
M9C_I03	phenylalaine	C9H11NO2	165.0789786	8.15	WoM	I	5
M9C_I03	citrulline	C6H13N3O3	175.0956913	13.57	WoM	I	3
M9C_I03	mannitol	C6H14O6	182.0790382	10.2	WoM	I	3
M9C_I03	(acetylglutamate)	C7H11NO5	189.0637225	14.35	WoM	N	1
M9C_I03	(tryptophan)	C11H12N2O2	204.0898776	9.15	WoM	I	5
M9C_I03	2'-deoxyuridine	C9H12N2O5	228.0746215	3.75	WoM	I	5
M9C_I03	2'-deoxyguanosine	C10H13N5O4	267.0967539	7.83	WoM	I	5
M9C_I03	trisacharide (raffinose)	C18H32O16	504.1690349	14.3	WoM	N	1
M9C_I03	stachyose	C24H42O21	666.2218584	16.31	WoM	N	1
M9C_I04	adenine	C5H5N5	135.0544952	5.2	WoM	E	3
M9C_I04	adenosine	C10H13N5O4	267.0967539	5.3	WoM	I	5
M9C_I04	cytidine	C9H13N3O5	243.0855205	8.25	WoM	I	5
M9C_I04	glutamate	C5H9NO4	147.0531578	13.95	WoM	I	4
M9C_I04	glutamine	C5H10N2O3	146.0691422	12.75	WoM	I	3
M9C_I04	guanine	C5H5N5O	151.0494098	8.42	WoM	E	2
M9C_I04	guanosine	C10H13N5O5	283.0916685	9.3	WoM	I	5
M9C_I04	hypoxanthine	C5H4N4O	136.0385108	5.92	WoM	E	2
M9C_I04	inosine	C10H12N4O5	268.0807695	7.42	WoM	I	5
M9C_I04	isoleucine	C6H13NO2	131.0946287	8.08	WoM	I	5
M9C_I04	leucine	C6H13NO2	131.0946287	8.5	WoM	I	5
M9C_I04	methionine	C5H11NO2S	149.0510496	9.15	WoM	I	5
M9C_I04	nicotinamide	C6H6N2O	122.0480128	2.85	WoM	N	1
M9C_I04	ornithine	C5H12N2O2	132.0898776	13.55	WoM	I	2
M9C_I04	phenylalanine	C9H11NO2	165.0789786	8.1	WoM	I	4
M9C_I04	proline	C5H9NO2	115.0633285	9.35	WoM	I	1
M9C_I04	thymidine	C10H14N2O5	242.0902716	3.02	WoM	I	5
M9C_I04	thymine	C5H6N2O2	126.0429274	2.93	WoM	E	5
M9C_I04	tryptophan	C11H12N2O2	204.0898776	9.12	WoM	I	4
M9C_I04	tyrosine	C9H11NO3	181.0738932	10.62	WoM	I	3
M9C_I04	uracil	C4H4N2O2	112.0272774	3.5	WoM	E	3
M9C_I04	uric acid	C5H4N4O3	168.02834	11.9	WoM	N	1
M9C_I04	uridine	C9H12N2O6	244.0695361	5.75	WoM	I	5
M9C_I04	xanthine	C5H4N4O2	152.0334254	6.9	WoM	I	2
M9C_I04	creatinine	C4H7N3O	113.0589119	5.5	WoM	E	2
M9C_I04	betaine	C5H11NO2	117.0789786	7.35	WoM	N	1
M9C_I04	ectoine	C6H10N2O2	142.0742276	10.01	WoM	N	1
M9C_I04	y-guanidinobutyrate	C5H11N3O2	145.0851266	12.08	WoM	N	1
M9C_I04	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	E	4
M9C_I04	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	N	1
M9C_I04	(glycerophosphocholine)	C8H20NO6P	257.102824	12	WoM	N	1
M9C_I04	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M9C_I04	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	I	3
M9C_I04	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M9C_I04	fumarate	C4H4O4	116.0109586	16	WoM	E	3
M9C_I04	valine	C5H11NO2	117.0789786	9.58	WoM	I	5
M9C_I04	succinate	C4H6O4	118.0266087	13.85	WoM	N	1
M9C_I04	niacin	C6H5NO2	123.0320284	6.82	WoM	N	1
M9C_I04	pyroglutamate	C5H7NO3	129.0425931	9.75	WoM	N	1
M9C_I04	salicylate	C7H6O3	138.0316941	2.8	WoM	N	1
M9C_I04	phenylalaine	C9H11NO2	165.0789786	8.15	WoM	I	5
M9C_I04	citrulline	C6H13N3O3	175.0956913	13.57	WoM	I	1
M9C_I04	mannitol	C6H14O6	182.0790382	10.2	WoM	N	1
M9C_I04	(acetylglutamate)	C7H11NO5	189.0637225	14.35	WoM	N	1
M9C_I04	(tryptophan)	C11H12N2O2	204.0898776	9.15	WoM	I	4
M9C_I04	2'-deoxyuridine	C9H12N2O5	228.0746215	3.75	WoM	I	5
M9C_I04	2'-deoxyguanosine	C10H13N5O4	267.0967539	7.83	WoM	I	5
M9C_I04	trisacharide (raffinose)	C18H32O16	504.1690349	14.3	WoM	N	1
M9C_I04	stachyose	C24H42O21	666.2218584	16.31	WoM	N	1
M9C_I05	adenine	C5H5N5	135.0544952	5.2	WoM	I	3
M9C_I05	adenosine	C10H13N5O4	267.0967539	5.3	WoM	I	4
M9C_I05	cytidine	C9H13N3O5	243.0855205	8.25	WoM	I	4
M9C_I05	cytosine	C4H5N3O	111.0432618	6.95	WoM	E	2
M9C_I05	glutamate	C5H9NO4	147.0531578	13.95	WoM	I	4
M9C_I05	glutamine	C5H10N2O3	146.0691422	12.75	WoM	N	1
M9C_I05	guanine	C5H5N5O	151.0494098	8.42	WoM	I	4
M9C_I05	guanosine	C10H13N5O5	283.0916685	9.3	WoM	I	4
M9C_I05	hypoxanthine	C5H4N4O	136.0385108	5.92	WoM	I	4
M9C_I05	inosine	C10H12N4O5	268.0807695	7.42	WoM	I	5
M9C_I05	isoleucine	C6H13NO2	131.0946287	8.08	WoM	I	4
M9C_I05	leucine	C6H13NO2	131.0946287	8.5	WoM	I	3
M9C_I05	methionine	C5H11NO2S	149.0510496	9.15	WoM	I	4
M9C_I05	N-acetyl-L-phenylalanine	C11H13NO3	207.0895433	4.3	WoM	E	2
M9C_I05	nicotinamide	C6H6N2O	122.0480128	2.85	WoM	I	2
M9C_I05	ornithine	C5H12N2O2	132.0898776	13.55	WoM	I	3
M9C_I05	phenylalanine	C9H11NO2	165.0789786	8.1	WoM	I	4
M9C_I05	proline	C5H9NO2	115.0633285	9.35	WoM	I	3
M9C_I05	thymidine	C10H14N2O5	242.0902716	3.02	WoM	I	5
M9C_I05	thymine	C5H6N2O2	126.0429274	2.93	WoM	N	1
M9C_I05	tryptophan	C11H12N2O2	204.0898776	9.12	WoM	I	2
M9C_I05	tyrosine	C9H11NO3	181.0738932	10.62	WoM	I	3
M9C_I05	uracil	C4H4N2O2	112.0272774	3.5	WoM	N	1
M9C_I05	uric acid	C5H4N4O3	168.02834	11.9	WoM	E	3
M9C_I05	uridine	C9H12N2O6	244.0695361	5.75	WoM	I	5
M9C_I05	xanthine	C5H4N4O2	152.0334254	6.9	WoM	I	3
M9C_I05	creatinine	C4H7N3O	113.0589119	5.5	WoM	E	2
M9C_I05	betaine	C5H11NO2	117.0789786	7.35	WoM	E	1
M9C_I05	ectoine	C6H10N2O2	142.0742276	10.01	WoM	E	5
M9C_I05	y-guanidinobutyrate	C5H11N3O2	145.0851266	12.08	WoM	N	1
M9C_I05	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	E	4
M9C_I05	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	N	1
M9C_I05	(glycerophosphocholine)	C8H20NO6P	257.102824	12	WoM	N	1
M9C_I05	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	I	2
M9C_I05	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	I	3
M9C_I05	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M9C_I05	valine	C5H11NO2	117.0789786	9.58	WoM	I	4
M9C_I05	succinate	C4H6O4	118.0266087	13.85	WoM	N	1
M9C_I05	niacin	C6H5NO2	123.0320284	6.82	WoM	N	1
M9C_I05	pyroglutamate	C5H7NO3	129.0425931	9.75	WoM	I	2
M9C_I05	salicylate	C7H6O3	138.0316941	2.8	WoM	N	1
M9C_I05	phenylalaine	C9H11NO2	165.0789786	8.15	WoM	I	5
M9C_I05	citrulline	C6H13N3O3	175.0956913	13.57	WoM	I	2
M9C_I05	mannitol	C6H14O6	182.0790382	10.2	WoM	N	1
M9C_I05	(acetylglutamate)	C7H11NO5	189.0637225	14.35	WoM	N	1
M9C_I05	(tryptophan)	C11H12N2O2	204.0898776	9.15	WoM	I	3
M9C_I05	2'-deoxyuridine	C9H12N2O5	228.0746215	3.75	WoM	I	5
M9C_I05	2'-deoxyguanosine	C10H13N5O4	267.0967539	7.83	WoM	I	5
M9C_I05	trisacharide (raffinose)	C18H32O16	504.1690349	14.3	WoM	N	1
M9C_I05	stachyose	C24H42O21	666.2218584	16.31	WoM	N	1
M9C_I06	adenine	C5H5N5	135.0544952	5.2	WoM	I	5
M9C_I06	adenosine	C10H13N5O4	267.0967539	5.3	WoM	I	5
M9C_I06	cytidine	C9H13N3O5	243.0855205	8.25	WoM	I	5
M9C_I06	glutamate	C5H9NO4	147.0531578	13.95	WoM	I	4
M9C_I06	glutamine	C5H10N2O3	146.0691422	12.75	WoM	I	3
M9C_I06	guanine	C5H5N5O	151.0494098	8.42	WoM	I	5
M9C_I06	guanosine	C10H13N5O5	283.0916685	9.3	WoM	I	5
M9C_I06	hypoxanthine	C5H4N4O	136.0385108	5.92	WoM	I	5
M9C_I06	inosine	C10H12N4O5	268.0807695	7.42	WoM	I	5
M9C_I06	isoleucine	C6H13NO2	131.0946287	8.08	WoM	I	5
M9C_I06	leucine	C6H13NO2	131.0946287	8.5	WoM	I	5
M9C_I06	methionine	C5H11NO2S	149.0510496	9.15	WoM	I	4
M9C_I06	N-acetyl-L-phenylalanine	C11H13NO3	207.0895433	4.3	WoM	N	1
M9C_I06	nicotinamide	C6H6N2O	122.0480128	2.85	WoM	I	2
M9C_I06	ornithine	C5H12N2O2	132.0898776	13.55	WoM	I	3
M9C_I06	phenylalanine	C9H11NO2	165.0789786	8.1	WoM	I	5
M9C_I06	proline	C5H9NO2	115.0633285	9.35	WoM	I	2
M9C_I06	thymidine	C10H14N2O5	242.0902716	3.02	WoM	N	1
M9C_I06	thymine	C5H6N2O2	126.0429274	2.93	WoM	I	3
M9C_I06	tryptophan	C11H12N2O2	204.0898776	9.12	WoM	I	2
M9C_I06	tyrosine	C9H11NO3	181.0738932	10.62	WoM	I	3
M9C_I06	uracil	C4H4N2O2	112.0272774	3.5	WoM	I	5
M9C_I06	uric acid	C5H4N4O3	168.02834	11.9	WoM	E	5
M9C_I06	uridine	C9H12N2O6	244.0695361	5.75	WoM	I	5
M9C_I06	xanthine	C5H4N4O2	152.0334254	6.9	WoM	I	5
M9C_I06	creatinine	C4H7N3O	113.0589119	5.5	WoM	E	1
M9C_I06	betaine	C5H11NO2	117.0789786	7.35	WoM	I	4
M9C_I06	ectoine	C6H10N2O2	142.0742276	10.01	WoM	N	1
M9C_I06	y-guanidinobutyrate	C5H11N3O2	145.0851266	12.08	WoM	N	1
M9C_I06	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	N	1
M9C_I06	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	I	3
M9C_I06	(glycerophosphocholine)	C8H20NO6P	257.102824	12	WoM	N	1
M9C_I06	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	I	5
M9C_I06	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	I	2
M9C_I06	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M9C_I06	valine	C5H11NO2	117.0789786	9.58	WoM	I	5
M9C_I06	succinate	C4H6O4	118.0266087	13.85	WoM	I	2
M9C_I06	niacin	C6H5NO2	123.0320284	6.82	WoM	N	1
M9C_I06	pyroglutamate	C5H7NO3	129.0425931	9.75	WoM	N	1
M9C_I06	salicylate	C7H6O3	138.0316941	2.8	WoM	N	1
M9C_I06	alpha-ketoglutarate	C5H6O5	146.0215233	15.4	WoM	E	3
M9C_I06	phenylalaine	C9H11NO2	165.0789786	8.15	WoM	I	5
M9C_I06	citrulline	C6H13N3O3	175.0956913	13.57	WoM	I	3
M9C_I06	mannitol	C6H14O6	182.0790382	10.2	WoM	I	1
M9C_I06	(acetylglutamate)	C7H11NO5	189.0637225	14.35	WoM	N	1
M9C_I06	(tryptophan)	C11H12N2O2	204.0898776	9.15	WoM	I	3
M9C_I06	2'-deoxyuridine	C9H12N2O5	228.0746215	3.75	WoM	I	5
M9C_I06	2'-deoxyguanosine	C10H13N5O4	267.0967539	7.83	WoM	I	5
M9C_I06	trisacharide (raffinose)	C18H32O16	504.1690349	14.3	WoM	I	2
M9C_I06	stachyose	C24H42O21	666.2218584	16.31	WoM	I	4
M9C_I07	adenine	C5H5N5	135.0544952	5.2	WoM	N	1
M9C_I07	adenosine	C10H13N5O4	267.0967539	5.3	WoM	N	1
M9C_I07	cytidine	C9H13N3O5	243.0855205	8.25	WoM	N	1
M9C_I07	glutamate	C5H9NO4	147.0531578	13.95	WoM	N	1
M9C_I07	glutamine	C5H10N2O3	146.0691422	12.75	WoM	N	1
M9C_I07	guanine	C5H5N5O	151.0494098	8.42	WoM	N	1
M9C_I07	guanosine	C10H13N5O5	283.0916685	9.3	WoM	N	1
M9C_I07	hypoxanthine	C5H4N4O	136.0385108	5.92	WoM	N	1
M9C_I07	inosine	C10H12N4O5	268.0807695	7.42	WoM	N	1
M9C_I07	isoleucine	C6H13NO2	131.0946287	8.08	WoM	N	1
M9C_I07	leucine	C6H13NO2	131.0946287	8.5	WoM	N	1
M9C_I07	methionine	C5H11NO2S	149.0510496	9.15	WoM	N	1
M9C_I07	nicotinamide	C6H6N2O	122.0480128	2.85	WoM	I	2
M9C_I07	ornithine	C5H12N2O2	132.0898776	13.55	WoM	N	1
M9C_I07	phenylalanine	C9H11NO2	165.0789786	8.1	WoM	N	1
M9C_I07	proline	C5H9NO2	115.0633285	9.35	WoM	E	1
M9C_I07	thymidine	C10H14N2O5	242.0902716	3.02	WoM	N	1
M9C_I07	thymine	C5H6N2O2	126.0429274	2.93	WoM	N	1
M9C_I07	tryptophan	C11H12N2O2	204.0898776	9.12	WoM	E	1
M9C_I07	tyrosine	C9H11NO3	181.0738932	10.62	WoM	N	1
M9C_I07	uracil	C4H4N2O2	112.0272774	3.5	WoM	N	1
M9C_I07	uric acid	C5H4N4O3	168.02834	11.9	WoM	N	1
M9C_I07	uridine	C9H12N2O6	244.0695361	5.75	WoM	N	1
M9C_I07	xanthine	C5H4N4O2	152.0334254	6.9	WoM	N	1
M9C_I07	creatinine	C4H7N3O	113.0589119	5.5	WoM	E	2
M9C_I07	betaine	C5H11NO2	117.0789786	7.35	WoM	E	1
M9C_I07	ectoine	C6H10N2O2	142.0742276	10.01	WoM	E	1
M9C_I07	y-guanidinobutyrate	C5H11N3O2	145.0851266	12.08	WoM	N	1
M9C_I07	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	E	4
M9C_I07	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	N	1
M9C_I07	(glycerophosphocholine)	C8H20NO6P	257.102824	12	WoM	E	3
M9C_I07	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M9C_I07	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	N	1
M9C_I07	alanine	C3H7NO2	89.04767847	11.75	WoM	N	1
M9C_I07	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M9C_I07	valine	C5H11NO2	117.0789786	9.58	WoM	N	1
M9C_I07	succinate	C4H6O4	118.0266087	13.85	WoM	I	2
M9C_I07	niacin	C6H5NO2	123.0320284	6.82	WoM	N	1
M9C_I07	pyroglutamate	C5H7NO3	129.0425931	9.75	WoM	I	2
M9C_I07	salicylate	C7H6O3	138.0316941	2.8	WoM	N	1
M9C_I07	phenylalaine	C9H11NO2	165.0789786	8.15	WoM	N	1
M9C_I07	citrulline	C6H13N3O3	175.0956913	13.57	WoM	N	1
M9C_I07	mannitol	C6H14O6	182.0790382	10.2	WoM	N	1
M9C_I07	(acetylglutamate)	C7H11NO5	189.0637225	14.35	WoM	N	1
M9C_I07	(tryptophan)	C11H12N2O2	204.0898776	9.15	WoM	N	1
M9C_I07	2'-deoxyuridine	C9H12N2O5	228.0746215	3.75	WoM	N	1
M9C_I07	2'-deoxyguanosine	C10H13N5O4	267.0967539	7.83	WoM	I	3
M9C_I07	trisacharide (raffinose)	C18H32O16	504.1690349	14.3	WoM	N	1
M9C_I07	stachyose	C24H42O21	666.2218584	16.31	WoM	N	1
M9C_I08	adenine	C5H5N5	135.0544952	5.2	WoM	E	3
M9C_I08	adenosine	C10H13N5O4	267.0967539	5.3	WoM	I	5
M9C_I08	cytidine	C9H13N3O5	243.0855205	8.25	WoM	I	5
M9C_I08	glutamate	C5H9NO4	147.0531578	13.95	WoM	I	4
